ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
140,FORD,2,14,London,1,1399,2002,1145,114,0.154,0.423,0.036,,0.469469156
3763,BMW,2,6,South West,5,1995,2016,1810,123,0.144,0.031,,,0.018481365
475,VAUXHALL,2,96,North West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.213807405
875,VOLKSWAGEN,2,6,North West,1,1896,2002,1595,159,0.181,0.313,0.04,,0.391670596
1974,FORD,1,14,London,2,998,2016,1168,114,0.206,0.034,,0.05,0.676078894
2478,BMW,1,14,South West,5,1499,2016,1380,126,0.164,0.016,,0.041,0.112489163
2011,BMW,2,2,London,1,1995,2016,1705,119,0.144,0.031,,,0.103675703
789,VOLKSWAGEN,1,14,South West,1,1198,2002,1120,142,0.68,0.042,,0.03,0.558040653
1680,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.224839716
2649,BMW,2,5,London,1,2993,2016,2140,159,0.186,0.057,,,0.202874487
3256,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.039423241
2105,FORD,1,14,North West,1,1999,2016,1497,159,0.729,0.021,0.001,0.059,0.646812381
1305,VAUXHALL,1,13,South West,5,1398,2016,1141,120,0.463,0.01,,0.031,0.035922147
1437,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.533992467
367,BMW,2,2,South West,1,2926,2002,1700,189,0.075,0.436,0.036,,0.416489666
2629,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.933358411
3573,TOYOTA,8,6,South West,1,2494,2016,1810,118,0.267,0.009,,0.049,0.575882536
3756,BMW,2,5,London,1,2993,2016,1690,142,0.25,0.058,,,0.500900936
187,VAUXHALL,1,13,London,2,1199,2002,1430,149,0.253,0.029,,0.054,0.097124797
590,VOLKSWAGEN,1,14,London,4,1598,2002,1304,168,0.259,0.043,,0.056,0.964625529
1309,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.169838319
1639,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.166476416
1016,BMW,2,2,North West,1,2497,2002,1680,216,0.173,0.433,0.046,,0.835181368
3589,BMW,2,14,North West,1,1496,2016,1395,106,0.172,0.028,,,0.702997943
2658,FORD,1,13,London,2,1242,2016,989,115,0.362,0.024,,0.043,0.56290365
1416,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.66615778
3525,TOYOTA,8,14,South West,2,1497,2016,1186,75,0.196,0.006,,0.043,0.083190623
3034,BMW,1,5,North West,2,1499,2016,1415,125,0.164,0.016,,0.041,0.79376235
2161,VAUXHALL,1,13,North West,1,1364,2016,1199,119,0.276,0.013,,0.019,0.281423654
2985,FORD,1,14,North West,2,1498,2016,1380,127,0.471,0.018,0.001,0.057,0.844920505
1476,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.281527955
1244,BMW,2,6,North West,1,2926,2002,1820,226,0.152,0.382,0.036,,0.225855695
66,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.512037104
1468,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.514491982
1509,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.775300149
1421,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.020739968
2529,TOYOTA,1,14,London,2,998,2016,955,95,0.59,0.008,,0.033,0.728732551
3827,VAUXHALL,2,14,South West,1,1598,2016,1350,103,0.17,0.032,0.001,,0.794423492
3071,VOLKSWAGEN,2,96,North West,5,1968,2016,1519,124,0.168,0.043,,,0.987822637
467,BMW,1,2,London,1,2171,2002,1600,237,0.832,0.005,,0.091,0.102039319
3728,VOLKSWAGEN,2,2,South West,5,1968,2016,1501,116,0.079,0.062,,,0.212143436
3579,VOLKSWAGEN,2,14,South West,1,1968,2016,1395,114,0.133,0.067,,,0.818623029
1958,BMW,2,6,London,1,1995,2016,1605,119,0.142,0.032,,,0.010059708
3200,TOYOTA,8,14,North West,4,1798,2016,1480,91,0.182,0.005,,0.036,0.30485907
349,BMW,1,2,London,2,1995,2002,1395,175,0.852,0.05,,0.102,0.457657096
125,FORD,1,14,South West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.939924159
2545,BMW,2,4,London,2,1995,2016,1790,124,0.128,0.023,,,0.753411352
2205,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.847018549
2167,FORD,1,14,South West,4,998,2016,1364,125,0.428,0.037,0.001,0.053,0.031060941
1430,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.014069136
3279,VAUXHALL,2,14,North West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.120040217
2600,TOYOTA,8,14,London,1,1497,2016,1196,82,0.196,0.006,,0.043,0.430950514
3587,BMW,2,6,South West,5,1995,2016,1810,123,0.144,0.031,,,0.485884671
2811,BMW,1,14,North West,1,1499,2016,1380,123,0.164,0.016,,0.041,0.45711713
181,VAUXHALL,1,96,North West,1,1796,2002,1980,207,0.627,0.008,,0.035,0.750809716
312,FORD,1,14,London,2,1596,2002,0,165,0.518,,,,0.562896699
442,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.237526173
212,FORD,2,6,North West,1,1998,2002,1547,159,0.076,0.43,0.044,,0.747946789
2422,VAUXHALL,2,14,London,5,1598,2016,1462,134,0.058,0.054,,,0.201227188
2693,FORD,1,4,London,1,2261,2016,1793,225,0.472,0.029,0.002,0.045,0.851118861
761,VOLKSWAGEN,2,6,London,1,1896,2002,1533,151,0.137,0.42,0.03,,0.787859305
3674,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.287282609
2358,VOLKSWAGEN,2,2,London,2,1598,2016,1459,103,0.186,0.059,,,0.156876209
2336,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.597614528
1835,VAUXHALL,1,14,London,1,1398,2016,1199,137,0.645,0.008,,0.044,0.064288304
3631,BMW,1,4,South West,2,1997,2016,1470,159,0.309,0.024,,0.027,0.903650791
2713,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.003628944
2096,VAUXHALL,2,14,South West,5,1598,2016,1335,88,0.268,0.047,,,0.019979908
340,VOLKSWAGEN,2,6,South West,1,1896,2002,1457,143,0.073,0.33,0.025,,0.619386998
1762,FORD,2,96,North West,5,1997,2016,1823,139,0.239,0.048,,,0.94088194
1300,BMW,1,14,South West,5,1499,2016,1380,123,0.164,0.016,,0.041,0.062443779
744,FORD,1,13,South West,2,1299,2002,965,163,0.66,0.037,,0.09,0.519760342
2871,VOLKSWAGEN,2,5,North West,5,1968,2016,1604,127,0.123,0.036,,,0.523300321
2289,BMW,2,6,South West,5,1995,2016,1575,115,0.269,0.044,,,0.336569
994,VOLKSWAGEN,2,14,South West,2,1422,2002,1253,122,0.075,0.386,0.025,,0.587653129
80,VOLKSWAGEN,2,14,South West,1,1896,2002,1391,140,0.081,0.376,0.029,,0.26944453
356,TOYOTA,1,14,London,1,1598,2002,1330,190,0.45,0.02,,0.05,0.314138584
2465,VOLKSWAGEN,2,14,London,5,1598,2016,1321,99,0.167,0.069,,,0.397139307
986,VOLKSWAGEN,2,14,South West,2,1896,2002,1305,140,0.436,0.314,0.036,,0.167223132
2308,VOLKSWAGEN,1,14,London,1,1395,2016,1280,112,0.252,0.04,,0.055,0.053943189
3168,BMW,2,6,North West,1,2993,2016,2185,159,0.161,0.057,,,0.069947654
227,FORD,2,14,London,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.16051968
633,FORD,2,14,North West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.716612475
600,VOLKSWAGEN,2,6,London,1,1896,2002,1848,176,0.463,0.387,0.035,,0.545331914
221,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.169755765
3472,VOLKSWAGEN,2,2,South West,5,1968,2016,1549,119,0.081,0.058,,,0.644210195
1488,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.384675403
3694,VAUXHALL,1,14,North West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.299274604
2219,VOLKSWAGEN,1,14,South West,5,1395,2016,1238,108,0.16,0.026,,0.041,0.179281457
2007,FORD,1,96,London,1,999,2016,1449,117,0.473,0.035,0.003,0.056,0.427268049
508,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.550993226
1263,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.569645737
342,TOYOTA,1,6,North West,2,1998,2002,1460,211,0.61,0.04,,0.07,0.798319774
3734,BMW,1,2,South West,5,1998,2016,1525,129,0.151,0.025,,0.04,0.161578446
3100,VAUXHALL,1,14,London,1,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.492458338
108,VOLKSWAGEN,2,2,North West,2,1896,2002,1515,149,0.137,0.42,0.03,,0.933711564
839,TOYOTA,1,14,North West,1,998,2002,1050,137,0.43,0.03,,0.12,0.709683901
2463,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.815869719
3401,BMW,1,4,South West,1,1499,2016,1570,139,0.145,0.012,,0.02,0.286794277
2232,BMW,2,2,South West,5,1995,2016,1495,102,0.157,0.034,,,0.827950871
1419,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.645443484
2537,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.090990635
2512,TOYOTA,8,14,London,1,1798,2016,1470,70,0.131,0.016,,0.033,0.4520302
1297,TOYOTA,1,14,North West,1,1998,2002,1415,181,0.54,0.05,,0.07,0.725471295
1825,VAUXHALL,2,14,South West,5,1598,2016,1449,114,0.163,0.048,,,0.273384461
399,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.885163095
3365,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.417677845
72,VAUXHALL,1,13,London,2,1389,2002,1545,190,0.287,0.057,,0.065,0.677729266
184,FORD,1,14,South West,1,1796,2002,1195,181,0.895,0.043,,0.091,0.979521467
695,TOYOTA,1,14,North West,1,1299,2002,1060,160,0.7,0.05,,0.12,0.981859256
1557,FORD,1,14,South West,2,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.823229241
1795,VAUXHALL,2,14,South West,5,1956,2016,1664,147,0.078,0.062,,,0.462520763
1521,VAUXHALL,2,14,North West,5,1956,2016,1613,118,0.08,0.06,,,0.280235257
1859,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.888380393
1634,VAUXHALL,1,13,North West,2,1364,2016,1437,142,0.58,0.014,,0.034,0.499876809
3496,VAUXHALL,1,14,South West,2,999,2016,1034,104,0.407,0.006,,0.02,0.380075809
2271,FORD,2,6,South West,1,1997,2016,2030,152,0.314,0.042,0.001,,0.395689246
938,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.574429633
628,BMW,1,4,London,2,2171,2002,1355,222,1.02,0.037,,0.127,0.394885214
675,VOLKSWAGEN,1,14,London,1,1390,2002,0,161,0.172,,,,0.208306869
41,VOLKSWAGEN,1,14,South West,1,1595,2002,1315,194,0.48,0.044,,0.058,0.639060432
421,VOLKSWAGEN,1,14,South West,1,1781,2002,1360,190,0.667,0.03,,0.054,0.030698435
432,VOLKSWAGEN,1,14,London,1,1390,2002,1218,180,0.096,0.064,,0.092,0.805441024
591,BMW,1,2,London,1,1995,2002,1395,175,0.264,0.032,,0.032,0.868959733
2504,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.978064934
3370,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.402016927
887,VOLKSWAGEN,1,14,London,1,1390,2002,1204,180,0.096,0.064,,0.092,0.076653431
2199,VAUXHALL,1,14,South West,1,1399,2016,1308,124,0.633,0.011,,0.04,0.632717453
3588,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.210753933
2608,BMW,2,6,London,1,1995,2016,1805,142,0.19,0.04,,,0.259317078
2272,VOLKSWAGEN,1,14,North West,1,999,2016,1055,108,0.535,0.012,,0.039,0.146377234
1327,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.439354486
2381,VOLKSWAGEN,1,14,London,2,1395,2016,1247,120,0.158,0.034,,0.028,0.68445162
49,VOLKSWAGEN,2,2,South West,1,1896,2002,1398,143,0.073,0.33,0.025,,0.346876392
788,VOLKSWAGEN,1,14,North West,2,1198,2002,1127,142,0.474,0.015,,0.032,0.174159063
2757,FORD,2,6,North West,5,1499,2016,1425,98,0.354,0.074,,,0.853016812
995,VOLKSWAGEN,2,14,South West,1,1896,2002,1379,138,0.073,0.33,0.025,,0.530948674
3061,TOYOTA,8,14,London,1,1798,2016,1470,70,0.131,0.016,,0.033,0.69111451
2370,FORD,1,13,London,2,1242,2016,989,115,0.362,0.024,,0.043,0.110944458
2771,FORD,1,13,North West,1,1242,2016,1088,122,0.518,0.027,,0.051,0.573745879
1191,FORD,2,96,North West,1,1896,2002,1736,173,0.463,0.387,0.035,,0.754161446
2495,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.608715162
1353,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.415333061
3069,VOLKSWAGEN,1,14,North West,2,1984,2016,1395,139,0.341,0.056,,0.053,0.368477155
464,FORD,1,13,London,4,1596,2002,1184,192,0.518,0.059,,0.115,0.303238586
2986,VAUXHALL,1,13,North West,1,1364,2016,1199,122,0.276,0.013,,0.019,0.100023673
2858,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.715648821
1312,VAUXHALL,1,14,North West,1,1796,2016,1503,169,0.752,0.013,,0.022,0.87702552
1742,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.906784233
940,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.272093871
129,FORD,1,6,South West,1,1596,2002,1180,163,0.518,0.059,,0.115,0.31603956
2738,FORD,1,96,North West,5,999,2016,1555,119,0.473,0.035,0.003,0.056,0.202028558
1179,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.526699051
258,VOLKSWAGEN,1,13,London,4,1984,2002,1329,209,0.24,0.025,,0.065,0.454077768
1625,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.722419931
3006,TOYOTA,8,14,North West,5,1798,2016,1470,70,0.131,0.016,,0.033,0.759213242
9,VOLKSWAGEN,1,14,London,1,1198,2002,1120,142,0.68,0.042,,0.03,0.901462408
2382,FORD,1,14,London,2,999,2016,1382,125,0.451,0.036,0.001,0.072,0.076399936
3016,BMW,2,14,North West,5,1496,2016,1395,103,0.172,0.028,,,0.736700336
818,TOYOTA,1,13,North West,2,1299,2002,1050,157,0.7,0.05,,0.12,0.961395489
2876,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.42527822
3177,VAUXHALL,1,14,North West,2,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.460205738
1992,FORD,1,96,South West,1,1596,2016,1364,149,0.3,0.024,,0.056,0.390175022
576,TOYOTA,1,14,London,1,1794,2002,1380,176,0.54,0.02,,0.04,0.995391114
674,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.003123384
2010,FORD,2,14,North West,1,1997,2016,1788,134,0.351,0.065,0.002,,0.047236227
786,VOLKSWAGEN,2,14,North West,1,1896,2002,1393,140,0.081,0.376,0.029,,0.656315099
3721,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.945488948
109,VOLKSWAGEN,2,6,North West,2,1896,2002,1848,176,0.463,0.387,0.035,,0.782307794
2774,FORD,2,14,North West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.844667753
651,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.150720211
2950,FORD,2,14,North West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.535904772
194,FORD,1,2,London,1,1796,2002,1209,179,0.895,0.043,,0.091,0.517818691
3711,VAUXHALL,2,96,South West,1,1956,2016,1788,161,0.052,0.05,,,0.971985022
1616,FORD,2,14,London,1,1499,2016,1170,94,0.351,0.051,,,0.034421655
246,FORD,2,6,London,1,1998,2002,1547,159,0.204,0.443,0.026,,0.774548744
177,VAUXHALL,1,14,London,1,2198,2002,1890,202,0.904,0.048,,0.076,0.233471192
154,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.059731188
1062,FORD,1,13,South West,2,1596,2002,1154,165,0.518,0.059,,0.115,0.880896554
2452,FORD,2,96,London,5,1499,2016,1608,119,0.353,0.076,0.001,,0.883838926
1660,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.922096995
535,VOLKSWAGEN,1,14,London,2,1390,2002,1183,156,0.165,0.047,,0.075,0.738564905
1755,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.173183286
949,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.248201653
3182,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.200949934
3528,BMW,2,2,South West,5,1995,2016,1705,119,0.144,0.031,,,0.308914643
1622,VOLKSWAGEN,2,96,North West,5,1968,2016,1554,136,0.136,0.036,,,0.937356667
3768,BMW,1,6,London,2,1998,2016,1615,143,0.403,0.018,,0.065,0.428026552
2723,FORD,2,14,North West,5,1997,2016,1524,110,0.243,0.067,,,0.801135716
1018,FORD,1,14,North West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.930245574
1203,VAUXHALL,1,96,North West,2,1199,2002,1340,156,0.348,0.032,,0.055,0.284700932
436,BMW,2,13,South West,1,1995,2002,1470,148,0.101,0.377,0.037,,0.677725494
3607,BMW,2,5,South West,2,2993,2016,2140,159,0.186,0.057,,,0.481591094
822,FORD,1,6,North West,1,1596,2002,1180,165,0.518,0.059,,0.115,0.086606179
3672,FORD,1,14,South West,1,998,2016,1171,99,0.355,0.041,0.001,0.067,0.123306212
123,FORD,2,14,South West,2,1399,2002,1166,121,0.154,0.423,0.036,,0.407719698
30,BMW,1,6,London,1,2979,2002,1610,235,0.447,0.013,,0.062,0.882312616
3539,VAUXHALL,1,14,South West,5,1364,2016,1394,145,0.593,0.011,,0.03,0.07602121
3546,VOLKSWAGEN,2,14,South West,1,1968,2016,1395,114,0.133,0.067,,,0.361103065
3696,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.276123539
807,VOLKSWAGEN,2,2,North West,1,1896,2002,1557,154,0.181,0.313,0.04,,0.946892028
3322,BMW,2,14,London,1,1496,2016,1425,103,0.086,0.025,,,0.855460684
401,VOLKSWAGEN,1,14,South West,2,1198,2002,1132,142,0.68,0.042,,0.03,0.854238976
1079,BMW,7,6,South West,1,2494,2002,1710,252,0.382,0.006,,0.045,0.520055025
2430,VAUXHALL,2,14,London,5,1598,2016,1462,134,0.058,0.054,,,0.395474202
2764,TOYOTA,1,14,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.963551943
3088,VOLKSWAGEN,2,6,North West,1,1968,2016,1705,137,0.083,0.036,,,0.892512155
2917,FORD,2,14,South West,5,1997,2016,1648,117,0.311,0.073,,,0.263334357
3267,FORD,1,13,North West,2,1242,2016,989,115,0.362,0.024,,0.043,0.621489283
3536,VAUXHALL,1,96,South West,5,1364,2016,1613,158,0.65,0.018,,0.03,0.295896621
2429,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.428593486
2298,FORD,1,4,North West,1,2261,2016,1793,225,0.472,0.029,0.002,0.045,0.875334572
1342,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.238566495
1480,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.589930365
1997,FORD,2,96,North West,1,1499,2016,1533,109,0.338,0.07,,,0.188942653
28,FORD,2,14,North West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.714654616
2322,FORD,1,14,North West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.998842769
2490,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.52079375
249,FORD,2,2,London,1,1998,2002,1506,156,0.204,0.443,0.026,,0.773719223
1065,VOLKSWAGEN,2,6,South West,2,1896,2002,1435,143,0.073,0.33,0.025,,0.587601735
793,VOLKSWAGEN,2,13,North West,2,1422,2002,1191,122,0.075,0.386,0.025,,0.678121311
1510,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.881676443
3220,VOLKSWAGEN,1,14,North West,1,999,2016,1055,106,0.407,0.016,,0.034,0.471028476
3733,VAUXHALL,1,14,South West,5,999,2016,1263,102,0.328,0.026,0.002,0.028,0.769861496
360,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,,0.749358967
188,VAUXHALL,1,14,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.873658445
2849,FORD,1,14,North West,5,1596,2016,1144,138,0.314,0.017,,0.037,0.063358582
3677,VOLKSWAGEN,2,14,South West,2,1598,2016,1321,99,0.167,0.069,,,0.33643115
369,VOLKSWAGEN,1,14,North West,1,1198,2002,1132,142,0.474,0.015,,0.032,0.414750063
1765,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.274176812
2092,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.094280377
3041,FORD,2,6,North West,2,1997,2016,2030,152,0.314,0.042,0.001,,0.282213908
3393,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.477489497
1787,FORD,1,13,North West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.212429722
3115,FORD,2,14,North West,5,1499,2016,1399,99,0.354,0.074,,,0.545173504
1250,TOYOTA,1,14,London,2,1299,2002,0,144,0.88,0.04,,0.1,0.415847564
2989,VAUXHALL,1,14,North West,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.192633167
3028,FORD,1,13,North West,2,998,2016,1175,104,0.33,0.031,0.001,0.06,0.221035091
1278,VOLKSWAGEN,2,14,South West,4,1896,2002,1298,140,0.436,0.314,0.036,,0.587258228
3635,VAUXHALL,1,14,South West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.847719466
557,BMW,1,2,London,1,1796,2002,1385,172,0.76,,,,0.852068759
2058,VOLKSWAGEN,1,6,South West,5,1984,2016,1574,162,0.609,0.047,,0.06,0.821810702
1235,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.647726927
3444,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.831611084
3246,VAUXHALL,2,96,North West,1,1598,2016,1701,119,0.295,0.053,,,0.396289267
1802,VAUXHALL,1,14,London,1,1598,2016,1355,159,0.809,0.012,,0.051,0.998297379
3499,VOLKSWAGEN,1,14,South West,2,1395,2016,1247,120,0.158,0.034,,0.028,0.588495933
3429,VAUXHALL,1,14,South West,1,999,2016,1034,104,0.407,0.004,,0.02,0.382953337
3658,VOLKSWAGEN,2,2,South West,5,1968,2016,1549,119,0.081,0.058,,,0.681555144
3436,VOLKSWAGEN,1,5,South West,2,1395,2016,1280,125,0.139,0.041,0.001,0.037,0.675934743
1982,FORD,2,14,South West,1,1499,2016,1398,115,0.463,0.039,,,0.424354364
3411,VOLKSWAGEN,2,13,South West,5,1968,2016,1377,114,0.133,0.067,,,0.393542523
1752,VAUXHALL,1,14,North West,1,1364,2016,1394,145,0.593,0.011,,0.03,0.993500845
643,FORD,1,13,North West,1,1596,2002,1184,192,0.518,0.059,,0.115,0.77101458
574,TOYOTA,1,5,London,4,1794,2002,1260,185,1.22,0.03,,0.13,0.597348591
655,FORD,1,14,London,2,1388,2002,1097,158,0.562,0.026,,0.08,0.960790074
2733,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.34489883
1906,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.755697349
2924,VOLKSWAGEN,1,14,South West,5,1395,2016,1280,112,0.252,0.04,,0.055,0.101075742
2869,VAUXHALL,1,96,North West,5,1364,2016,1471,166,0.439,0.024,,0.03,0.808789491
3456,VAUXHALL,2,14,South West,5,1956,2016,1613,114,0.08,0.06,,,0.999958223
1301,FORD,1,14,South West,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.280823135
1773,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.908010265
646,FORD,1,14,North West,4,1388,2002,1097,153,0.562,0.026,,0.08,0.674169101
3414,VAUXHALL,1,14,South West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.196281829
3073,VOLKSWAGEN,1,13,South West,5,1984,2016,1476,165,0.522,0.05,,0.053,0.856720991
2828,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.814697681
1507,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.538671821
64,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.070321778
2809,VAUXHALL,1,13,North West,2,1229,2016,1086,125,0.474,0.013,,0.038,0.615259661
1266,BMW,2,2,South West,1,2926,2002,1595,178,0.323,0.437,0.033,,0.564182107
3337,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.426342042
1650,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.270313016
1768,VAUXHALL,2,6,North West,5,1956,2016,1733,124,0.077,0.047,,,0.967470524
2763,TOYOTA,1,13,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.086296459
865,VOLKSWAGEN,2,14,South West,1,1896,2002,0,146,0.081,,,,0.509851555
2734,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.443931894
2312,BMW,2,6,South West,5,1496,2016,1555,109,0.091,0.063,,,0.501564635
3002,VAUXHALL,1,14,North West,5,1364,2016,1394,145,0.593,0.011,,0.03,0.211323263
1279,FORD,2,6,South West,2,1998,2002,1547,159,0.204,0.443,0.026,,0.732483133
298,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.344225462
1163,FORD,2,14,London,1,1399,2002,1166,117,0.154,0.423,0.036,,0.532284245
262,TOYOTA,1,14,London,2,1398,2002,1240,162,0.38,0.07,,0.11,0.855653982
1916,TOYOTA,1,14,London,2,1329,2016,1123,114,0.348,0.007,,0.043,0.016861366
3554,BMW,2,2,South West,5,2993,2016,1870,132,0.24,0.026,,,0.682177282
687,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.381969191
1961,FORD,1,14,South West,1,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.668128268
2877,VOLKSWAGEN,1,13,North West,1,999,2016,1055,106,0.407,0.016,,0.034,0.535260702
201,VAUXHALL,1,13,London,2,1199,2002,1430,154,0.211,0.031,,0.052,0.607090316
1440,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.198880863
2957,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.720653117
1431,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.411055986
